  distance  queryIdx  trainIdx    imgIdx
      0.35       891       567         0
      0.28       892       763         0
      0.37       893       850         0
      0.35       894       678         0
      0.29       895       431         0
      0.38       896       294         0
      0.26       897       846         0
      0.16       898       865         0
      0.37       899       592         0
      0.27       900       898         0
      0.16       901       873         0
      0.35       902       188         0
      0.33       903       929         0
      0.33       904        61         0
      0.25       905       807         0
      0.35       906       162         0
      0.29       907       738         0
      0.34       908       850         0
      0.30       909       435         0
      0.37       910       806         0
      0.27       911       312         0
      0.37       912        34         0
      0.27       913       244         0
      0.33       914        50         0
      0.30       915       424         0
      0.21       916       916         0
      0.02       917       861         0
      0.06       918       840         0
      0.07       919       800         0
      0.06       920       869         0
      0.23       921       721         0
      0.09       922       816         0
      0.41       923       555         0
      0.31       924       738         0
      0.34       925       378         0
      0.29       926       904         0
      0.33       927       864         0
      0.36       928       618         0
      0.28       929       807         0
      0.11       930       707         0
      0.10       931       741         0
      0.39       932       649         0
      0.25       933       789         0
      0.23       934       533         0
      0.30       935        63         0
      0.32       936       326         0
      0.32       937       691         0
      0.29       938        96         0
      0.30       939       789         0
      0.27       940       504         0
      0.24       941       509         0
      0.37       942       899         0
      0.35       943        43         0
      0.38       944       255         0
      0.23       945       212         0
      0.34       946       630         0
      0.37       947       842         0
      0.31       948       390         0
      0.34       949       576         0
      0.04       950       788         0
      0.23       951       696         0
      0.30       952       591         0
      0.36       953       656         0
      0.26       954       691         0
      0.36       955       309         0
      0.27       956       696         0
      0.44       957        97         0
      0.34       958       784         0
      0.31       959       439         0
      0.27       960       312         0
      0.28       961       365         0
      0.32       962       527         0
      0.32       963       738         0
      0.34       964        11         0
      0.34       965       239         0
      0.25       966       853         0
      0.16       967       764         0
      0.26       968        91         0
      0.32       969       854         0
      0.33       970       695         0
      0.13       971       903         0
      0.18       972       286         0
      0.30       973       814         0
      0.28       974       162         0
      0.24       975       517         0
      0.30       976       605         0
      0.35       977       254         0
      0.33       978       162         0
      0.38       979       592         0
      0.34       980       825         0
      0.12       981       880         0
      0.33       982       260         0
      0.27       983       691         0
      0.33       984       588         0
      0.32       985       731         0
      0.18       986       868         0
      0.29       987       457         0
      0.33       988       405         0
      0.36       989       510         0
      0.33       990       236         0
      0.38       991        11         0
      0.30       992       547         0
      0.41       993        31         0
      0.20       994       589         0
      0.04       995       832         0
      0.32       996       649         0
      0.25       997       283         0
      0.28       998       546         0
      0.34       999       758         0
      0.24      1000       280         0
      0.28      1001       826         0
      0.33      1002       475         0
      0.24      1003       386         0
      0.32      1004        55         0
      0.39      1005       805         0
      0.35      1006       220         0
      0.17      1007       586         0
      0.28      1008       393         0
      0.16      1009       386         0
      0.39      1010       461         0
      0.33      1011       891         0
      0.35      1012       508         0
      0.32      1013        97         0
      0.32      1014       907         0
      0.30      1015       519         0
      0.24      1016       648         0
      0.26      1017       935         0
      0.29      1018       738         0
      0.21      1019       584         0
      0.25      1020       386         0
      0.27      1021       870         0
      0.29      1022       636         0
      0.38      1023       299         0
      0.38      1024       749         0
      0.33      1025       849         0
      0.11      1026       840         0
      0.32      1027       849         0
      0.15      1028       386         0
      0.40      1029       254         0
      0.29      1030       584         0
      0.31      1031       273         0
      0.28      1032       636         0
      0.29      1033       854         0
      0.30      1034       257         0
      0.27      1035       807         0
      0.31      1036       805         0
      0.38      1037       860         0
      0.30      1038       830         0
      0.26      1039       909         0
      0.34      1040        31         0
      0.20      1041       731         0
      0.33      1042       116         0
      0.28      1043       550         0
      0.35      1044       547         0
      0.36      1045       679         0
      0.32      1046       761         0
      0.28      1047       851         0
      0.28      1048       603         0
      0.27      1049       824         0
      0.33      1050       547         0
      0.25      1051       834         0
      0.18      1052       932         0
      0.26      1053       647         0
      0.26      1054       843         0
      0.21      1055       579         0
      0.33      1056       666         0
      0.36      1057       287         0
      0.39      1058       299         0
      0.27      1059       322         0
      0.14      1060       579         0
      0.32      1061       746         0
