  distance  queryIdx  trainIdx    imgIdx
      0.25       711      1263         0
      0.27       712      1532         0
      0.04       713       758         0
      0.29       714      2346         0
      0.29       715      2563         0
      0.25       716      1148         0
      0.33       717      3400         0
      0.09       718       873         0
      0.33       719      2324         0
      0.23       720       472         0
      0.27       721      2321         0
      0.27       722       528         0
      0.24       723      1237         0
      0.18       724      2234         0
      0.23       725      1590         0
      0.25       726       350         0
      0.17       727      1107         0
      0.06       728       816         0
      0.29       729      3138         0
      0.29       730      1876         0
      0.13       731       822         0
      0.04       732       761         0
      0.31       733      1722         0
      0.23       734      2503         0
      0.26       735      3066         0
      0.30       736      1008         0
      0.30       737       482         0
      0.27       738       524         0
      0.22       739       585         0
      0.30       740      3317         0
      0.27       741      1720         0
      0.17       742       734         0
      0.26       743       224         0
      0.29       744      1979         0
      0.29       745      1046         0
      0.28       746      3683         0
      0.23       747       770         0
      0.27       748      2888         0
      0.13       749      1103         0
      0.29       750      3735         0
      0.21       751      2543         0
      0.26       752      2595         0
      0.06       753       823         0
      0.22       754       515         0
      0.04       755       824         0
      0.30       756       582         0
      0.24       757      2188         0
      0.28       758       225         0
      0.26       759      2513         0
      0.26       760      1504         0
      0.30       761       880         0
      0.05       762      1081         0
      0.32       763       192         0
      0.12       764       953         0
      0.29       765       381         0
      0.34       766      2003         0
      0.31       767      1148         0
      0.26       768      2432         0
      0.22       769      3338         0
      0.04       770       881         0
      0.27       771       331         0
      0.23       772       538         0
      0.28       773      2738         0
      0.28       774      1396         0
      0.28       775      2222         0
      0.32       776       955         0
      0.03       777       798         0
      0.25       778      3136         0
      0.14       779      1123         0
      0.07       780       666         0
      0.28       781      3420         0
      0.27       782      2698         0
      0.26       783      2640         0
      0.29       784      2062         0
      0.07       785       681         0
      0.25       786      2957         0
      0.27       787       406         0
      0.28       788       709         0
      0.28       789       635         0
      0.28       790        12         0
      0.06       791       772         0
      0.22       792      3342         0
      0.17       793       655         0
      0.24       794      2145         0
      0.09       795       941         0
      0.05       796       901         0
      0.33       797      3691         0
      0.31       798        51         0
      0.29       799      1453         0
      0.27       800       710         0
      0.22       801      1204         0
      0.16       802       681         0
      0.33       803      3518         0
      0.13       804      1084         0
      0.31       805       415         0
      0.31       806      3191         0
      0.30       807      3533         0
      0.24       808       784         0
      0.22       809      1046         0
      0.26       810      3245         0
      0.16       811       953         0
      0.11       812       899         0
      0.12       813       673         0
      0.24       814      3143         0
      0.33       815      2188         0
      0.31       816       655         0
      0.27       817       339         0
      0.28       818       735         0
      0.32       819      3301         0
      0.25       820      2917         0
      0.23       821      1463         0
      0.24       822       120         0
      0.20       823       378         0
      0.26       824      2535         0
      0.32       825      2984         0
      0.30       826      1104         0
      0.34       827      1411         0
      0.28       828       441         0
      0.29       829      1395         0
      0.24       830        96         0
      0.23       831       231         0
      0.24       832      2006         0
      0.24       833       717         0
      0.22       834      1298         0
      0.24       835      1891         0
      0.22       836       607         0
      0.32       837      2683         0
      0.22       838       904         0
      0.21       839      1888         0
      0.32       840      1882         0
      0.10       841       888         0
      0.07       842       903         0
      0.33       843      1975         0
      0.27       844      1950         0
      0.25       845       644         0
      0.07       846      1438         0
      0.34       847      2073         0
      0.35       848      1968         0
      0.18       849       793         0
      0.26       850      1630         0
      0.28       851       487         0
      0.24       852       459         0
      0.25       853      2777         0
      0.26       854       520         0
      0.27       855       967         0
      0.27       856      1856         0
      0.27       857        39         0
      0.25       858       518         0
      0.05       859       987         0
      0.11       860       902         0
      0.29       861      3400         0
      0.08       862       886         0
      0.25       863       631         0
      0.26       864      2234         0
      0.27       865       624         0
      0.23       866       262         0
      0.24       867        40         0
      0.13       868      1202         0
      0.10       869       986         0
      0.05       870       843         0
      0.30       871      3368         0
      0.26       872      2049         0
      0.25       873       247         0
      0.34       874      2945         0
      0.28       875      2665         0
      0.28       876      1013         0
      0.29       877       435         0
      0.29       878      1072         0
      0.27       879      2242         0
      0.29       880      1933         0
      0.29       881      1504         0
      0.27       882       828         0
      0.25       883      1706         0
      0.30       884      1532         0
      0.22       885      3612         0
      0.09       886       914         0
      0.22       887       387         0
      0.28       888       252         0
      0.22       889      3263         0
      0.21       890       317         0
      0.29       891      2837         0
      0.37       892       988         0
      0.25       893        51         0
      0.22       894      3304         0
      0.32       895      2125         0
      0.33       896      1609         0
      0.24       897       764         0
      0.28       898      2205         0
      0.05       899      1086         0
      0.24       900      1888         0
      0.31       901      1731         0
      0.28       902       555         0
      0.20       903      3328         0
      0.31       904       630         0
      0.29       905      3360         0
      0.23       906      3338         0
      0.26       907       744         0
      0.35       908      2483         0
      0.19       909      3345         0
      0.30       910       605         0
      0.27       911       278         0
      0.34       912      1344         0
      0.23       913       237         0
      0.21       914        93         0
      0.23       915      1984         0
      0.18       916       809         0
      0.29       917      3355         0
      0.14       918       938         0
      0.28       919      2294         0
      0.05       920      1139         0
      0.26       921       405         0
      0.32       922      3138         0
      0.24       923      1246         0
      0.26       924      1132         0
      0.37       925      2903         0
      0.31       926       131         0
      0.27       927       236         0
      0.24       928      3120         0
      0.29       929      2854         0
      0.07       930      1003         0
      0.28       931       931         0
      0.22       932      2176         0
      0.25       933      2030         0
      0.08       934       991         0
      0.26       935       603         0
      0.26       936      2596         0
      0.27       937      1871         0
      0.24       938       781         0
      0.25       939      2874         0
      0.30       940       285         0
      0.13       941      1034         0
      0.24       942      3738         0
      0.30       943      1356         0
      0.31       944       547         0
      0.32       945       604         0
      0.31       946      2052         0
      0.36       947      2308         0
      0.30       948      1271         0
      0.25       949      1824         0
      0.29       950      3100         0
      0.30       951      3630         0
      0.27       952      1572         0
      0.25       953      1442         0
      0.08       954       911         0
      0.23       955      1237         0
      0.27       956      1724         0
      0.30       957      3219         0
      0.31       958      1430         0
      0.25       959       905         0
      0.29       960      2759         0
      0.29       961      1992         0
      0.29       962       557         0
      0.22       963      1658         0
      0.28       964      2718         0
      0.29       965       409         0
      0.30       966      2593         0
      0.22       967      2139         0
      0.37       968      1318         0
      0.25       969      3356         0
      0.28       970      1178         0
      0.25       971      1979         0
      0.47       972      2528         0
      0.23       973       744         0
      0.26       974      3439         0
      0.32       975      3182         0
      0.35       976      2435         0
      0.34       977      3358         0
      0.33       978       458         0
      0.12       979       960         0
      0.32       980      2645         0
      0.14       981      1148         0
      0.30       982       193         0
      0.30       983      1429         0
      0.30       984      2449         0
      0.33       985       886         0
      0.17       986      1028         0
      0.31       987       913         0
      0.26       988      3709         0
      0.24       989      2929         0
      0.34       990      3408         0
      0.32       991      2218         0
      0.24       992      1805         0
      0.25       993      3162         0
      0.27       994      3696         0
      0.28       995      2245         0
      0.30       996      1575         0
      0.06       997      1092         0
      0.17       998      1111         0
      0.29       999      1688         0
      0.29      1000      2827         0
      0.20      1001      1097         0
      0.18      1002      2661         0
      0.26      1003      1948         0
      0.27      1004      2340         0
      0.27      1005      1163         0
      0.26      1006      2855         0
      0.13      1007      1072         0
      0.12      1008      1099         0
      0.28      1009      3690         0
      0.30      1010      3392         0
      0.24      1011      1406         0
      0.32      1012      1264         0
      0.30      1013       680         0
      0.30      1014      2846         0
      0.30      1015      1950         0
      0.30      1016      1101         0
      0.27      1017      1113         0
      0.28      1018      3597         0
      0.25      1019      1334         0
      0.15      1020      1006         0
      0.22      1021       996         0
      0.30      1022      1047         0
      0.28      1023      2151         0
      0.28      1024      1472         0
      0.25      1025      3306         0
      0.40      1026      1489         0
      0.36      1027      2596         0
      0.26      1028      2724         0
      0.21      1029      1255         0
      0.26      1030       185         0
      0.28      1031       142         0
      0.29      1032       758         0
      0.29      1033      3150         0
      0.31      1034      2629         0
      0.27      1035      1738         0
      0.28      1036      2688         0
      0.06      1037       895         0
      0.35      1038      1500         0
      0.23      1039       416         0
      0.25      1040      2532         0
      0.26      1041      1291         0
      0.24      1042      1065         0
      0.25      1043      2749         0
      0.30      1044       505         0
      0.29      1045       573         0
      0.31      1046      2449         0
      0.11      1047      1063         0
      0.33      1048      1686         0
      0.27      1049      1871         0
      0.28      1050      3197         0
      0.28      1051      2372         0
      0.27      1052      1916         0
      0.22      1053      1237         0
      0.26      1054       925         0
      0.32      1055      1808         0
      0.27      1056      3692         0
      0.26      1057       600         0
      0.19      1058      1555         0
      0.21      1059      1953         0
      0.06      1060       757         0
      0.29      1061      2321         0
      0.26      1062      1183         0
      0.23      1063       541         0
      0.04      1064      1203         0
      0.24      1065      1046         0
      0.26      1066       462         0
      0.25      1067       681         0
      0.25      1068       903         0
      0.29      1069       329         0
      0.25      1070      1891         0
      0.29      1071      1467         0
      0.30      1072      3562         0
      0.33      1073       987         0
      0.28      1074       374         0
      0.19      1075      1350         0
      0.09      1076      1426         0
      0.04      1077      1119         0
      0.30      1078      3104         0
      0.29      1079      2419         0
      0.30      1080      3569         0
      0.28      1081       948         0
      0.30      1082       316         0
      0.23      1083       469         0
      0.11      1084      1490         0
      0.33      1085       627         0
      0.14      1086      1270         0
      0.23      1087      1680         0
      0.30      1088       496         0
      0.28      1089      3645         0
      0.25      1090       993         0
      0.26      1091       608         0
      0.32      1092      2260         0
      0.32      1093      2081         0
      0.28      1094      2435         0
      0.30      1095      2294         0
      0.29      1096      3369         0
      0.18      1097      1271         0
      0.27      1098        36         0
      0.36      1099       372         0
      0.37      1100       182         0
      0.25      1101      3156         0
      0.11      1102      1365         0
      0.24      1103       286         0
      0.29      1104      2222         0
      0.26      1105      1239         0
      0.28      1106        14         0
      0.29      1107      3395         0
      0.24      1108      2239         0
      0.33      1109      2412         0
      0.29      1110      2099         0
      0.23      1111       649         0
      0.27      1112      1723         0
      0.06      1113      1144         0
      0.06      1114      1301         0
      0.23      1115      1428         0
      0.34      1116      1807         0
      0.30      1117      1029         0
      0.07      1118       825         0
      0.07      1119      1494         0
      0.24      1120      2385         0
      0.35      1121       499         0
      0.26      1122      1949         0
      0.24      1123      1739         0
      0.03      1124      1348         0
      0.24      1125      1962         0
      0.27      1126      1895         0
      0.29      1127      2062         0
      0.28      1128       487         0
      0.26      1129      2677         0
      0.27      1130       621         0
      0.27      1131        76         0
      0.26      1132      1613         0
      0.30      1133      1809         0
      0.21      1134       467         0
      0.28      1135      2537         0
      0.16      1136      1361         0
      0.27      1137       860         0
      0.19      1138       666         0
      0.13      1139      2484         0
      0.32      1140       778         0
      0.28      1141      3731         0
      0.07      1142      1298         0
      0.30      1143       179         0
      0.04      1144      1464         0
      0.26      1145      1285         0
      0.33      1146      3107         0
      0.23      1147      1550         0
      0.27      1148      3245         0
      0.26      1149      1337         0
      0.22      1150      1429         0
      0.30      1151       444         0
      0.26      1152      1198         0
      0.27      1153      1694         0
      0.19      1154      2176         0
      0.27      1155      2372         0
      0.06      1156      1127         0
      0.30      1157      3506         0
      0.26      1158       899         0
      0.28      1159      1566         0
      0.32      1160      1048         0
      0.31      1161      1112         0
      0.23      1162       901         0
      0.32      1163       179         0
      0.21      1164      3305         0
      0.04      1165      1091         0
      0.26      1166      1725         0
      0.07      1167      1090         0
      0.31      1168       103         0
      0.29      1169      1476         0
      0.28      1170      2940         0
      0.29      1171      3333         0
      0.10      1172      1695         0
      0.32      1173      1312         0
      0.32      1174      3409         0
      0.33      1175      1602         0
